PC1,PC2,PC3,PC4,PC5,PC6,PC7,cluster,track_id,track_name,artists,album_name,track_genre,popularity
1.7694070920554688,1.2803449661542758,-0.6444164151121266,-1.153028359634541,-0.5734779394846077,-0.2200450642853639,-0.1030929899088053,2,6MxGvnJWqdGS0chQypGXhB,Nivel De Perreo,J Balvin;Ryan Castro,Feliz Cumpleaños con Perreo,latin,2
1.4491046619645922,1.491513492818236,-0.2269992384953357,0.2023713503105358,0.1779882174386615,1.1492258955725263,-0.3294479095420635,2,1VKnVxZZnubjTEJG6Tme1y,Kamikadze wróć!,Papa Dance,Papa Dance,synth-pop,30
0.9442671377197736,1.6211567473511783,-0.9500558204909372,0.2531106995596023,0.0573171456473839,0.4089934058208417,-0.6183164494121962,2,3Lu4WAsmpag6CZSN0H3Wor,Do It Again,Steely Dan,Fiesta temática 70s,country,0
0.7897668167418315,1.0318021180625754,0.9663944468190088,-0.8496039440175227,0.2828632382750807,-0.5197155659374475,-0.7016856894597818,2,64JF6DqxJsGxiyUAhbHX49,Enquanto Engoma A Calça,Ednardo,Ednardo,mpb,48
-0.720166179125779,-0.1883288728360374,-0.1191403622179584,0.921406527098477,-0.9599139985849512,-0.7133827523730473,-0.2685511700769347,5,3TjXPh8bOY0K6K5WnReqH8,Oblivion,Esteban Morgado,Milongueros,tango,16
0.3867138014726793,1.7226346004300548,-0.132792665624835,-0.0215100144719762,-0.8044193660364921,0.3159645048253894,-1.4381154693763094,2,1cmEK62km406VcXO88x4Gy,What Am I Worth,George Jones,The New Favorites Of George Jones,honky-tonk,12
1.761944657983087,1.8708862854223949,-0.2812299481519095,0.0384574619275338,0.3966232446295807,0.9489155691198716,0.2770022562979977,2,4FrThBco0jLqXEMULUhSM9,Purpurina,Alberto Gambino,Purpurina,spanish,59
-3.713499703157078,-0.0124514963445719,-0.8071540195009552,0.0059815952047932,1.5075119339079015,0.6493370156808744,0.740047197793415,3,2gwqNSjWizu6CkIdRaAr6p,Cordeiro Que Sofreu,Instrumental Worship Project from I’m In Records,Adoração (Instrumental),piano,35
1.6254901290258854,1.5049176567166451,-0.6410635570355749,-1.0533506402476518,-0.9255750953919012,-0.1035495221163453,-0.4459027032808392,2,5RZ2onkccYP8RbSamO0hXT,CONTIGO VOY A MUERTE,KAROL G;Camilo,Esto No Se Le Dedica A Cualquiera,reggae,4
-0.6593056584034243,0.6844111117009816,-1.2404830519142749,-2.369698513402412,0.762013901614052,1.2369050828041994,0.0169057860099645,6,3aOrdnuVT2mc9I4tYhZCSw,Burn 4,Hird,Moving On,trip-hop,19
1.2874797237440894,1.5148655183147282,0.5349161082888896,-0.1196083116149867,1.4006223842192131,-0.2680389413183634,0.1865095611507019,2,13dOCMI6S2yLVvmC3CgDW5,El Extendo,Julianno Sosa;Keylon;Ak4:20,No Saen,latino,39
-1.9245065639861607,1.3439552045816987,-0.2371842988434371,0.0908108469631166,-0.4877727627812658,0.1169348398885349,-0.2334342900195971,5,44bOIQWj4jrb5L11ClihCc,Una Razón para Creer (Reason to Believe),Roberto Jordan;Estela Nuñez,"1,2,3 ¡Detente!",rock-n-roll,31
1.6021258470096793,2.11941325213604,-0.6114971048722666,-0.802083351244614,0.3500250979101498,0.4500093365035709,0.5421708195345406,2,2g1EQO48cbVQy3YEGAe7rS,"Featuring Mixx Master Lee, Red Rum & J. Smoov (Funky Mix)",Mixx Master Lee,The Mississippi Cha Cha Slide A.K.A. STOMP 2007,kids,7
-2.7866217678697383,-0.2136527623497258,-0.4695354382212614,0.2792273900723658,1.0481401666361605,0.1789987690910035,-0.0955183549434386,3,7lVrGPpy0wF0l5uUGkm2u6,River Flows In You,Eddy Tyler,Guitar Instrumental Covers,guitar,36
-1.609601655891748,0.9172397851100552,0.2665656223805808,0.2056501526176196,-1.274350593900944,-0.4991280721283939,-1.1606752062152856,5,5pdr2j2EGUed6kAh3ZmJdC,The Makings of You,Curtis Mayfield,Thanksgiving Party,funk,0
-3.958324763004626,0.1965124085703777,-0.3785362800253607,-0.2509651950041804,0.799220064706253,0.7874693380929171,-0.5487839693126622,3,6FzHE3kP07aynMjuCIqdb1,How Gentle God's Command,Paul Cardall,Hymns Vol. 2,new-age,22
0.6028961241815688,-1.101664217420806,1.439073972179242,2.658094435787598,0.6896284528238589,1.192721694268354,0.2929781555124707,4,3mhM15Y7CH8QbcAkl4DC9E,Final Feliz - Ao Vivo,Thiaguinho,Meu Nome É Thiago André (Ao Vivo),pagode,48
1.6674884092521625,-0.9993370903798569,0.4700901189197809,-0.0978484217863016,-0.9794702269817576,-0.0163334406340482,-0.3045237641015926,1,2DiXeuEpop3BfGDGxW8iVz,Hey Lady,WANIMA,Can Not Behaved!!,j-pop,37
0.6367040345781436,-2.0333841608744647,0.7081351386774568,-0.0876816323590134,-1.8646021400013384,-0.2679840882675106,-1.053509856542303,1,7rKT0Jkav0cc9BB1XA3BrB,Pneumonia Hawk,Cancer Bats,Birthing the Giants,metalcore,26
-2.1982734125438834,1.6069321648906132,-0.1417346118908231,0.7996066225638799,-0.3254545031205287,-0.0984461288711412,-0.2454101920403138,5,5BagMLXQRdSzbzzK5oRwzv,Wrapped Around Her Finger,George Jones,The Very Best Of George Jones (Original Musicor Records Recordings),honky-tonk,19
1.7669186419393792,1.5050346183841714,0.8487273595546657,-0.7316868592685651,0.0091305835145579,0.5616647625605894,-0.1336618758143607,2,1dQr0yyC5JEqjhEyA1BtUR,Konna,HarrySong;Rudeboy,Right About Now,dancehall,53
1.1712656830403776,-0.2650202221469842,-0.9461351062242332,1.4754202942273982,0.939978168269568,-0.0160670726874344,-0.5845326807716738,1,5w293xv3cYovY8z22bFUjB,51st State - 2005 Remaster,New Model Army,The Ghost Of Cain (Bonus Content),goth,21
-1.8498656970190288,0.6502023519376524,2.2940078266980657,0.8052061079619846,-1.7032728839732745,1.204143731956794,0.2951414043795873,5,5fSCYh1lTUep7vxSJKKrmp,1956 - Budapest Is Rising,Chess In Concert,Chess In Concert,show-tunes,21
-1.048323206154321,0.8744637426979822,-0.2729736999438218,-0.2068805418282996,-1.358953929991244,-0.7282417311639049,-0.0103554994711962,5,5MoDQWMDMaAGDEiWsJfeCi,Eternal Flame,The Bangles,The Essential Bangles,disco,68
-1.5329634579497275,-1.0336002643601214,-0.0477047621374584,1.402424287100886,-0.1547836175670726,-0.4911185589106296,0.9486984552190942,5,3yh868JqnG9MnVbwpyJ2Pc,Happy Xmas (War Is Over),Lights,Perfect Christmas Hits,folk,0
0.0660912031921261,0.1396412041109398,-0.6231861440818024,0.5562229521324523,-0.1928355028431549,-0.2595682284987252,0.2033100178184201,1,4mEqYN7XWHsxutgApicsG4,Visst har vi glömt,Lars Winnerbäck,Granit och morän,swedish,36
2.043669180407296,0.98805360615216,0.407976946744159,-0.9764511725962752,0.0230137440674879,-0.397369799888961,0.2454638766855236,2,2xJcg6YRu6plN23LQhvMP0,Rice & Peas,Chi Ching Ching,Turning Tables,j-dance,20
-1.7515092783706572,1.8561350163140613,-0.4647093768397621,-1.2581432905462653,0.6019782302594191,1.6494206054575404,-1.2789702748218994,5,02gfe0xcLymHXarFnaNLnL,Sink Lateral,Ilkae,Pistachio Island,idm,12
-5.437387296663234,-0.7632594160883969,-0.3788843168713941,0.0045665207405216,1.0525010423450727,0.5108842323162207,-0.3023274698599887,3,43huEizyHCgjqLxx6D62My,L’arlésienne Suite No. 2 (Arr. E. Guiraud): I. Pastorale,Georges Bizet;Orquestra Simfònica de Barcelona i Nacional de Catalunya;Pablo González,Bizet: Carmen & L'arlésienne Suites,opera,21
-0.4686417801791583,0.6113783384646785,0.5680562137957316,1.2910102422455298,-0.5039398719996371,0.4475086424069748,-0.1653609085118019,5,7cMKz5MoUTPH2N4yqpAUAO,"Tu Meri Zindagi Hai (From ""Aashiqui"")",Anuradha Paudwal;Kumar Sanu,Ultimate Romantic Duet - Kumar Sanu & Anuradha Paudwal,k-pop,47
0.1230447090016449,-0.0791076418976677,-0.7334979542658497,0.6090997210525066,-0.0360601742938436,-0.4233643899124011,0.3885065213590982,1,3hcwsag9pLPp3JUzKeQMk1,Eu Só Quero Adorar,Gerson Rufino,Homem Invisível,gospel,39
1.283511142531126,-0.6198997553301846,0.4629456691079948,-0.7654989740627131,-1.6474591534567764,-0.0725985573765385,-0.8765406704091431,1,6DaHEkkaHiAhRZVEFZOMJ8,Alive - Chris Lord-Alge Mix,P.O.D.,Metal,alt-rock,0
1.2935412267675317,-1.1158437569629285,1.0445838928451323,1.5939847361565536,0.6315902029366843,-0.2619196333818012,-1.0492157357074692,1,4fM2DdT03XruTYZfIvALUv,Não Vá Se Perder Por Aí,Os Mutantes,"""Mutantes""",psych-rock,33
-3.896441246755901,-1.4034739489578107,-0.2534582122661707,-0.4878376167797104,-0.6567021786673658,-0.2665099862073055,-1.0884398164111582,3,67z0TkcOGU0hs8yvRevOMV,Only Love,André Rieu;Johann Strauss Orchestra,Amore,opera,51
2.3663888394782377,0.1076585176666005,0.6071877836204164,-0.0552966623450384,0.1885559705439675,0.2413213538409933,-0.2310295520441534,2,3x1goJzS8hkWGVHJnBiBAj,Die Gummibärenbande,Ina Colada;Tom Juno,"Die 100 grössten Party Classics, Vol. 1",party,25
-0.5863086321555356,0.7267603955830095,-0.437808771490207,0.0361453561657678,-0.6632306159117788,-0.5514487224967595,0.6873403972624378,5,2cfhFcqpEoM65MNc5cVZse,Daisies,Weston Estate,Maggie Valley,chill,55
-2.232528030082108,0.6836796305861936,0.2314607817069633,0.5352940984886805,-1.747200630182619,-0.9434357151875736,-0.942784198080099,5,2TIw5PyvZZ9N3EzDveEoTi,Hallelujah,Rufus Wainwright,All I Want For Christmas Is You,piano,0
-0.5711251424336947,-0.2376774827506422,-0.7814367523615932,-0.4970278870025793,-0.1101232759670775,-0.2591714996993652,0.7044565549389074,5,6s4xmXtMT7WVbmCTjC48MP,The Best Thing,Electric Youth,Innerworld (Deluxe Edition),synth-pop,41
0.7219787443591816,0.2513458177354448,-0.3151058121244836,-0.6391020928911474,-1.1893429218228526,-0.3940025440933221,-0.0439965426729473,2,5nVrrh7PIybgCb7SoM5IZB,醜人多作怪 (《新斗羅大陸》手遊半週年主題曲),告五人,運氣來得若有似無,mandopop,50
1.3436022352859665,-1.3227706134055806,0.3005049720182387,-0.212682448692068,-0.8289984080337403,-0.3467641313890279,0.7625272730801368,1,5KAI6nfg3wQRmtwJ0PPaEW,KISS OF DEATH(Produced by HYDE),Mika Nakashima,雪の華15周年記念ベスト盤 BIBLE,j-pop,60
1.667080601477322,0.1244814996670199,-0.2251084720455446,0.3102695061284742,-0.4871187207967142,0.5391739484491257,-0.4852671403939341,2,6uo3lDegnVcEI7uAoYfqAM,"Viva Colonia (Da simmer dabei, dat is prima!)",Höhner,Best Of Karneval,party,0
0.2579515584355198,0.3388085763644929,-0.8935593264644122,0.7746394990453231,0.7117446483471193,-0.2647739337233627,0.360236842991041,2,23IJ5wLRhEZ9DOuia5mPiZ,Who Are You,The Who,Who Are You,blues,65
-0.306065383997667,2.6070840626955163,-0.4360609102864304,-0.1089727442461423,0.3739454818012579,0.058459396851527,0.7749739572314461,2,6C0KJ9MMjL4G3FkkpUSQph,Abc Phonics Song,The Learning Station,Abc Phonics Song,children,49
0.3216454494049623,1.4178202076496056,-0.9121571630848564,-0.0500593938161878,0.2120369828127982,0.3069990036082797,0.1043000546818527,2,7M802VXVFDlx35YJi3nF8E,Never Ending Story,Limahl,See The Ultimate Fantasy Playlist,synth-pop,0
